Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;µg/m³;Status;°C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m²;Status;
27.01.2019;06:00;7,487; ;6,883;;7,023;;60,349;;5,11;;975,4;;208,7;;2,61;;97,9;;19;;0,0;;
27.01.2019;07:00;7,304; ;7,277;;7,412;;59,907;;5,16;;974,6;;207,2;;2,28;;97,0;;2;;0,0;;
27.01.2019;08:00;7,064; ;7,183;;7,318;;60,144;;5,23;;973,9;;205,6;;2,46;;95,8;;16;;0,0;;
27.01.2019;09:00;6,787; ;7,678;;7,889;;61,185;;5,24;;973,2;;210,9;;2,59;;95,6;;39;;7,7;;
27.01.2019;10:00;6,602; ;7,788;;8,184;;61,937;;5,57;;972,9;;211,3;;2,90;;93,6;;4;;38,1;;
27.01.2019;11:00;6,458; ;10,407;;11,010;;60,468;;5,87;;972,7;;215,0;;2,36;;92,3;;23;;38,2;;
27.01.2019;12:00;6,276; ;11,613;;12,288;;59,715;;5,52;;972,4;;218,6;;2,14;;96,8;;56;;40,7;;
27.01.2019;13:00;6,110; ;12,817;;13,853;;58,783;;5,74;;971,8;;215,9;;2,19;;97,1;;60;;66,5;;
27.01.2019;14:00;5,945; ;13,113;;13,798;;57,783;;5,59;;971,3;;231,5;;1,53;;98,7;;60;;31,1;;
27.01.2019;15:00;5,910; ;14,636;;15,329;;55,471;;5,44;;971,0;;221,6;;1,56;;100,0;;34;;29,6;;
27.01.2019;16:00;5,759; ;15,624;;16,336;;52,462;;5,35;;970,9;;238,6;;1,74;;100,0;;60;;21,8;;
27.01.2019;17:00;5,385; ;15,089;;15,518;;53,821;;5,10;;971,3;;236,1;;1,31;;100,0;;50;;6,7;;
27.01.2019;18:00;5,013; ;12,255;;12,859;;55,367;;4,56;;972,2;;287,0;;2,08;;99,8;;60;;0,5;;
27.01.2019;19:00;4,708; ;11,955;;12,368;;60,048;;3,33;;973,3;;298,0;;1,39;;99,6;;11;;0,1;;
27.01.2019;20:00;4,427; ;10,032;;10,258;;58,208;;3,28;;974,0;;278,3;;1,16;;100,0;;10;;0,1;;
27.01.2019;21:00;4,229; ;9,196;;9,332;;56,242;;3,22;;974,7;;265,9;;1,11;;100,0;;3;;0,1;;
27.01.2019;22:00;4,137; ;9,308;;9,484;;55,082;;2,96;;975,0;;249,5;;1,10;;99,3;;0;;0,0;;
27.01.2019;23:00;4,150; ;10,662;;10,852;;52,504;;2,43;;975,0;;238,9;;1,55;;98,7;;0;;0,0;;
28.01.2019;00:00;4,188; ;10,775;;11,003;;50,490;;2,24;;975,0;;229,9;;1,77;;98,1;;0;;0,0;;
28.01.2019;01:00;4,427; ;10,467;;10,648;;50,884;;2,60;;975,0;;224,2;;2,10;;96,0;;0;;0,2;;
28.01.2019;02:00;4,900; ;;*;;*;;*;2,89;;974,9;;215,9;;2,42;;94,5;;9;;0,1;;
28.01.2019;03:00;5,381; ;14,161;;14,491;;46,234;;2,85;;974,7;;212,0;;2,73;;95,2;;34;;0,0;;
28.01.2019;04:00;5,693; ;11,919;;12,188;;48,636;;2,76;;974,2;;215,8;;2,71;;95,6;;12;;0,0;;
28.01.2019;05:00;5,872; ;10,805;;11,101;;50,454;;2,48;;973,7;;217,3;;2,79;;97,0;;37;;0,0;;
28.01.2019;06:00;5,999; ;11,324;;11,684;;48,808;;2,07;;973,6;;221,0;;2,46;;98,7;;26;;0,0;;
28.01.2019;07:00;6,138; ;13,369;;13,785;;45,185;;1,78;;973,5;;217,3;;1,90;;100,0;;28;;0,2;;
28.01.2019;08:00;6,372; ;16,140;;16,756;;41,312;;1,61;;973,5;;216,5;;2,22;;100,0;;43;;0,3;;
28.01.2019;09:00;6,620; ;17,970;;18,841;;36,447;;1,88;;973,9;;221,5;;1,84;;100,0;;3;;5,5;;
28.01.2019;10:00;6,831; ;19,925;;21,412;;32,167;;2,17;;974,5;;224,7;;1,69;;100,0;;33;;14,1;;
28.01.2019;11:00;7,005; ;23,559;;27,282;;26,619;;2,73;;975,4;;296,0;;1,95;;100,0;;53;;22,6;;
28.01.2019;12:00;7,127; ;17,358;;21,057;;34,185;;2,93;;976,8;;325,7;;3,58;;100,0;;60;;44,9;;
28.01.2019;13:00;7,220; ;16,788;;20,076;;37,218;;2,82;;977,9;;326,1;;3,24;;100,0;;19;;36,2;;
28.01.2019;14:00;7,386; ;17,593;;22,617;;38,231;;3,45;;978,9;;324,9;;3,07;;98,0;;0;;85,6;;
28.01.2019;15:00;7,478; ;18,385;;22,781;;32,556;;3,48;;980,0;;318,1;;3,00;;97,9;;39;;24,5;;
28.01.2019;16:00;7,297; ;15,600;;20,028;;26,006;;2,32;;981,6;;325,3;;3,96;;100,0;;60;;17,4;;
28.01.2019;17:00;7,123; ;14,304;;16,732;;41,470;;1,73;;983,2;;326,8;;4,77;;100,0;;60;;7,4;;
28.01.2019;18:00;7,087; ;15,568;;18,247;;39,520;;1,43;;984,7;;323,9;;3,59;;100,0;;60;;0,4;;
28.01.2019;19:00;7,075; ;16,028;;18,538;;41,776;;1,12;;986,0;;323,6;;3,23;;100,0;;58;;0,1;;
28.01.2019;20:00;7,182; ;15,757;;16,935;;44,300;;0,99;;987,1;;305,1;;2,38;;100,0;;18;;0,0;;
28.01.2019;21:00;7,264; ;18,938;;20,306;;44,109;;0,68;;988,2;;306,9;;2,10;;98,5;;0;;0,0;;
28.01.2019;22:00;7,411; ;16,469;;17,021;;45,423;;0,47;;989,0;;294,1;;1,50;;98,7;;0;;0,0;;
28.01.2019;23:00;7,452; ;13,518;;13,906;;46,721;;0,49;;989,8;;286,1;;1,34;;100,0;;0;;0,0;;
29.01.2019;00:00;7,303; ;11,629;;11,882;;49,989;;0,33;;990,4;;278,0;;1,12;;100,0;;0;;0,0;;
29.01.2019;01:00;7,065; ;10,532;;10,729;;51,923;;-0,02;;990,9;;267,5;;0,95;;100,0;;0;;0,0;;
29.01.2019;02:00;6,694; ;9,855;;9,977;;52,496;;0,06;;991,4;;269,4;;1,17;;100,0;;0;;0,0;;
29.01.2019;03:00;6,360; ;;*;;*;;*;0,08;;991,8;;270,8;;1,03;;100,0;;0;;0,0;;
29.01.2019;04:00;6,210; ;9,158;;9,313;;52,260;;0,14;;992,3;;275,4;;1,26;;100,0;;0;;0,1;;
29.01.2019;05:00;6,213; ;9,315;;9,433;;54,699;;0,09;;992,6;;265,6;;1,12;;100,0;;0;;0,0;;
29.01.2019;06:00;6,281; ;12,732;;12,966;;50,934;;-0,21;;992,7;;260,5;;1,00;;100,0;;0;;0,0;;
29.01.2019;07:00;6,349; ;18,756;;19,038;;42,642;;-0,75;;992,8;;262,2;;0,52;;100,0;;0;;0,0;;
29.01.2019;08:00;6,476; ;26,024;;27,181;;35,074;;-0,40;;993,0;;244,4;;1,00;;100,0;;0;;0,6;;
29.01.2019;09:00;6,722; ;24,625;;25,958;;36,308;;-0,17;;993,3;;248,3;;0,96;;100,0;;0;;9,0;;
29.01.2019;10:00;7,129; ;23,679;;26,304;;38,180;;0,22;;993,4;;239,1;;1,30;;100,0;;0;;36,9;;
29.01.2019;11:00;7,477; ;19,545;;21,840;;42,396;;0,24;;993,3;;225,2;;1,45;;100,0;;21;;44,8;;
29.01.2019;12:00;7,998; ;19,547;;22,824;;44,926;;0,92;;993,0;;230,2;;1,30;;99,2;;0;;87,9;;
29.01.2019;13:00;8,579; ;15,679;;19,619;;49,412;;2,83;;992,3;;222,5;;1,33;;90,5;;0;;200,1;;
29.01.2019;14:00;9,153; ;17,788;;21,159;;48,694;;2,63;;991,9;;223,3;;1,40;;88,7;;0;;123,4;;
29.01.2019;15:00;9,804; ;24,774;;30,605;;42,531;;2,84;;991,3;;209,5;;1,51;;85,6;;0;;128,7;;
29.01.2019;16:00;10,561; ;29,999;;34,614;;37,199;;2,72;;990,7;;210,6;;1,55;;83,9;;0;;48,5;;
29.01.2019;17:00;11,301; ;31,879;;34,194;;33,906;;2,07;;990,1;;201,5;;1,39;;87,0;;1;;16,9;;
29.01.2019;18:00;11,918; ;41,541;;43,085;;23,514;;1,48;;989,6;;176,5;;1,12;;89,4;;0;;0,2;;
29.01.2019;19:00;12,320; ;38,977;;40,367;;26,502;;1,13;;989,1;;162,4;;1,65;;88,3;;0;;0,0;;
29.01.2019;20:00;12,195; ;23,676;;24,214;;43,264;;0,94;;988,7;;171,9;;2,07;;84,7;;0;;0,0;;
29.01.2019;21:00;12,039; ;20,118;;20,536;;45,929;;0,68;;988,3;;169,0;;1,86;;85,2;;0;;0,0;;
29.01.2019;22:00;11,905; ;21,900;;22,382;;43,355;;0,38;;988,0;;146,4;;1,65;;85,2;;0;;0,0;;
29.01.2019;23:00;11,867; ;23,466;;23,983;;40,875;;-0,13;;987,4;;146,3;;1,41;;84,6;;0;;0,0;;
30.01.2019;00:00;11,950; ;19,834;;20,309;;42,451;;-0,08;;986,8;;143,4;;1,87;;84,5;;0;;0,0;;
30.01.2019;01:00;12,150; ;20,077;;20,617;;39,209;;0,00;;986,1;;134,3;;1,77;;84,8;;0;;0,0;;
30.01.2019;02:00;12,480; ;22,003;;22,759;;32,771;;-0,72;;985,4;;111,5;;1,60;;89,4;;0;;0,0;;
30.01.2019;03:00;12,850; ;21,260;;22,038;;31,649;;-1,15;;984,8;;108,8;;2,02;;92,7;;0;;0,0;;
30.01.2019;04:00;13,295; ;;*;;*;;*;-1,37;;984,2;;101,5;;1,97;;94,3;;0;;0,0;;
30.01.2019;05:00;13,715; ;21,803;;22,560;;30,452;;-1,43;;983,8;;105,0;;2,51;;94,5;;0;;0,0;;
30.01.2019;06:00;13,998; ;29,101;;30,393;;24,861;;-1,53;;983,4;;100,1;;2,73;;94,2;;0;;0,0;;
30.01.2019;07:00;14,196; ;32,920;;34,580;;23,650;;-1,41;;983,0;;104,2;;2,30;;92,4;;0;;0,0;;
30.01.2019;08:00;14,231; ;36,112;;38,431;;22,666;;-1,31;;982,6;;104,1;;2,70;;90,5;;0;;0,0;;
30.01.2019;09:00;14,106; ;32,351;;34,742;;28,969;;-1,12;;982,0;;103,1;;3,50;;87,2;;0;;4,2;;
30.01.2019;10:00;13,846; ;25,812;;28,623;;36,905;;-0,75;;981,7;;102,7;;3,55;;83,6;;0;;36,0;;
30.01.2019;11:00;13,710; ;26,180;;33,016;;35,098;;-0,05;;981,6;;106,6;;3,19;;82,1;;0;;113,2;;
30.01.2019;12:00;13,401; ;22,046;;29,106;;40,313;;0,96;;981,6;;116,3;;2,50;;76,6;;0;;162,5;;
30.01.2019;13:00;13,011; ;17,409;;20,324;;45,501;;0,82;;981,2;;111,6;;2,61;;75,5;;5;;79,1;;
30.01.2019;14:00;12,538; ;22,043;;24,873;;41,638;;-0,05;;980,9;;108,1;;2,78;;86,3;;60;;42,3;;
30.01.2019;15:00;12,032; ;25,394;;28,694;;37,699;;-0,50;;980,8;;105,2;;2,54;;94,4;;60;;39,8;;
30.01.2019;16:00;11,728; ;31,068;;34,310;;30,470;;-0,50;;980,8;;100,4;;2,10;;95,5;;27;;18,9;;
30.01.2019;17:00;11,452; ;33,255;;35,658;;26,406;;-0,39;;980,8;;112,3;;1,59;;95,8;;39;;5,6;;
30.01.2019;18:00;11,279; ;31,229;;32,861;;26,297;;-0,45;;981,1;;124,3;;1,31;;98,2;;58;;0,3;;
30.01.2019;19:00;11,298; ;33,926;;35,475;;23,040;;-0,25;;981,3;;156,7;;1,25;;99,7;;60;;0,0;;
30.01.2019;20:00;11,689; ;29,184;;30,163;;26,693;;-0,09;;981,6;;200,0;;0,96;;99,9;;60;;0,0;;
30.01.2019;21:00;12,075; ;28,746;;29,946;;19,130;;-0,28;;981,9;;238,8;;0,53;;100,0;;60;;0,1;;
30.01.2019;22:00;12,611; ;29,784;;31,237;;16,918;;-0,67;;982,3;;242,1;;0,65;;100,0;;46;;0,1;;
30.01.2019;23:00;13,301; ;25,714;;26,646;;20,660;;-0,73;;982,9;;243,7;;0,79;;100,0;;44;;0,1;;
31.01.2019;00:00;14,186; ;35,509;;37,195;;10,638;;-0,73;;983,1;;226,7;;1,07;;100,0;;60;;0,0;;
31.01.2019;01:00;15,035; ;41,458;;43,944;;6,145;;-0,82;;983,2;;211,7;;1,41;;100,0;;60;;0,0;;
31.01.2019;02:00;15,727; ;46,486;;54,560;;3,048;E;-0,67;;983,1;;186,6;;1,51;;100,0;;60;;0,1;;
31.01.2019;03:00;16,345; ;49,007;;57,861;;5,545;;-0,24;;983,4;;209,0;;1,55;;100,0;;22;;0,0;;
31.01.2019;04:00;16,786; ;32,436;;33,560;;23,685;;0,09;;983,6;;225,3;;1,42;;100,0;;0;;0,0;;
31.01.2019;05:00;17,040; ;;*;;*;;*;0,13;;983,8;;233,5;;1,20;;98,9;;0;;0,0;;
31.01.2019;06:00;17,452; ;27,520;;28,642;;28,467;;0,02;;984,1;;234,2;;1,18;;99,0;;0;;0,0;;
31.01.2019;07:00;17,873; ;26,721;;27,952;;31,080;;-0,40;;984,3;;227,4;;1,19;;99,1;;0;;0,0;;
31.01.2019;08:00;18,280; ;24,817;;26,062;;35,473;;-0,77;;984,6;;220,4;;1,79;;98,5;;0;;0,0;;
31.01.2019;09:00;18,762; ;26,912;;28,934;;33,162;;-1,08;;985,1;;213,4;;1,55;;99,4;;0;;4,3;;
31.01.2019;10:00;19,219; ;26,329;;29,662;;35,611;;-0,62;;985,6;;196,5;;0,95;;96,5;;0;;22,1;;
31.01.2019;11:00;19,355; ;27,307;;33,390;;39,374;;-0,07;;985,9;;160,6;;1,24;;91,9;;0;;40,5;;
31.01.2019;12:00;19,429; ;29,817;;36,966;;37,755;;-0,18;;986,3;;133,3;;1,66;;90,9;;10;;43,4;;
31.01.2019;13:00;19,518; ;32,759;;41,429;;36,299;;-0,32;;986,0;;125,9;;1,31;;93,8;;60;;49,5;;
31.01.2019;14:00;19,580; ;28,756;;36,960;;43,257;;0,33;;985,3;;108,1;;1,61;;90,1;;6;;72,4;;
31.01.2019;15:00;19,594; ;28,607;;37,682;;45,938;;1,01;;984,8;;109,5;;1,98;;86,1;;0;;137,9;;
31.01.2019;16:00;19,421; ;26,904;;30,527;;47,183;;0,84;;984,8;;121,4;;1,78;;85,7;;0;;36,7;;
31.01.2019;17:00;19,251; ;35,081;;37,850;;37,545;;0,98;;984,7;;127,6;;1,50;;85,0;;0;;26,7;;
31.01.2019;18:00;19,022; ;41,287;;43,065;;29,742;;0,97;;984,5;;126,8;;1,28;;83,6;;0;;1,0;;
31.01.2019;19:00;18,736; ;40,858;;42,121;;27,322;;0,96;;984,3;;143,2;;1,28;;83,3;;0;;0,2;;
31.01.2019;20:00;18,392; ;43,343;;45,555;;22,934;;0,75;;983,9;;112,0;;1,16;;85,4;;0;;0,0;;
31.01.2019;21:00;18,076; ;38,137;;39,526;;28,098;;0,66;;983,7;;102,1;;1,76;;84,9;;0;;0,0;;
31.01.2019;22:00;17,526; ;37,074;;38,294;;29,372;;0,76;;983,3;;103,4;;2,05;;84,8;;0;;0,0;;
31.01.2019;23:00;16,792; ;24,054;;24,785;;41,507;;0,83;;982,8;;104,1;;2,57;;84,2;;0;;0,0;;
01.02.2019;00:00;15,892; ;23,758;;24,426;;38,830;;0,45;;982,3;;102,3;;2,76;;86,3;;0;;0,0;;
01.02.2019;01:00;14,910; ;22,270;;22,837;;40,401;;-0,26;;981,8;;98,9;;2,89;;87,2;;0;;0,0;;
01.02.2019;02:00;13,907; ;19,187;;19,714;;43,980;;-0,66;;981,2;;100,2;;2,88;;85,7;;0;;0,0;;
01.02.2019;03:00;12,930; ;18,718;;19,204;;44,986;;-0,57;;980,6;;99,4;;3,52;;83,0;;0;;0,0;;
01.02.2019;04:00;12,028; ;15,879;;16,364;;46,331;;-0,47;;979,7;;97,9;;3,11;;81,5;;0;;0,0;;
01.02.2019;05:00;11,308; ;13,580;;14,003;;50,138;;-0,05;;979,0;;101,5;;3,52;;77,6;;0;;0,0;;
01.02.2019;06:00;10,579; ;14,824;;15,368;;49,479;;0,00;;978,5;;99,0;;3,10;;77,0;;0;;0,0;;
01.02.2019;07:00;10,015; ;16,715;;17,422;;45,862;;-0,29;;978,1;;100,4;;3,39;;84,4;;47;;0,2;;
01.02.2019;08:00;9,713; ;17,309;;18,291;;43,816;;-1,10;;978,0;;99,4;;3,23;;99,1;;60;;0,3;;
01.02.2019;09:00;9,585; ;20,125;;21,325;;40,488;;-0,98;;978,1;;104,8;;2,73;;99,2;;54;;4,3;;
01.02.2019;10:00;9,616; ;29,376;;32,619;;29,237;;-0,79;;978,6;;102,5;;2,36;;97,9;;0;;14,3;;
01.02.2019;11:00;10,040; ;31,570;;40,047;;25,724;;-0,31;;978,6;;94,9;;2,29;;96,2;;6;;48,2;;
01.02.2019;12:00;10,610; ;34,502;;44,813;;22,258;;0,28;;978,9;;94,6;;1,84;;93,5;;0;;41,6;;
01.02.2019;13:00;11,211; ;39,675;;60,526;;17,773;;1,15;;978,9;;108,5;;1,31;;90,4;;0;;67,8;;
01.02.2019;14:00;11,771; ;44,679;;75,033;;13,560;;2,27;;979,0;;96,9;;1,04;;87,6;;0;;82,7;;
01.02.2019;15:00;12,031; ;42,138;;61,075;;20,778;;3,46;;979,0;;123,4;;0,89;;84,0;;0;;74,0;;
01.02.2019;16:00;12,201; ;30,962;;37,808;;35,630;;3,97;;979,3;;153,0;;1,23;;81,2;;0;;61,8;;
01.02.2019;17:00;12,377; ;39,454;;45,128;;26,403;;3,81;;979,5;;110,3;;1,10;;82,2;;0;;22,8;;
01.02.2019;18:00;12,802; ;56,591;;71,005;;6,550;;2,83;;979,7;;97,8;;1,51;;87,6;;0;;1,0;;
01.02.2019;19:00;13,451; ;48,092;;57,815;;6,522;;1,73;;979,7;;101,3;;1,76;;93,2;;0;;0,0;;
01.02.2019;20:00;14,309; ;49,831;;76,314;;2,827;E;0,72;;979,8;;92,7;;0,88;;96,5;;0;;0,0;;
01.02.2019;21:00;15,427; ;49,750;;89,543;;2,590;E;0,04;;980,5;;82,1;;0,85;;99,1;;0;;0,0;;
01.02.2019;22:00;16,631; ;46,719;;83,847;;2,254;E;-0,45;;980,6;;91,8;;1,39;;100,0;;0;;0,0;;
01.02.2019;23:00;17,879; ;;*;;*;;*;-0,82;;980,8;;94,1;;1,73;;100,0;;0;;0,0;;
02.02.2019;00:00;18,908; ;39,982;;51,150;;3,616;E;-0,92;;980,9;;91,5;;1,81;;100,0;;0;;0,0;;
02.02.2019;01:00;19,897; ;37,153;;44,851;;4,396;;-1,10;;981,4;;87,4;;1,83;;100,0;;0;;0,0;;
02.02.2019;02:00;20,942; ;35,876;;42,009;;4,773;;-1,12;;981,5;;83,1;;1,70;;100,0;;0;;0,0;;
02.02.2019;03:00;21,970; ;37,128;;43,122;;4,662;;-0,78;;981,5;;85,6;;1,96;;100,0;;0;;0,0;;
02.02.2019;04:00;22,993; ;41,403;;46,667;;4,967;;-0,31;;981,3;;86,3;;2,21;;99,3;;0;;0,0;;
02.02.2019;05:00;24,273; ;42,281;;49,791;;4,017;;-0,39;;981,6;;64,7;;1,74;;98,9;;0;;0,0;;
02.02.2019;06:00;25,630; ;36,737;;45,359;;3,325;E;-0,69;;982,0;;57,4;;1,61;;98,9;;0;;0,1;;
02.02.2019;07:00;27,007; ;32,498;;36,963;;4,025;;-0,91;;982,4;;81,9;;2,49;;99,3;;0;;0,0;;
02.02.2019;08:00;28,166; ;30,932;;38,103;;3,637;E;-0,88;;983,1;;64,2;;1,35;;99,3;;0;;0,1;;
02.02.2019;09:00;29,079; ;29,727;;38,624;;4,292;;-0,71;;983,8;;45,7;;1,38;;98,2;;0;;3,7;;
02.02.2019;10:00;29,985; ;25,669;;35,177;;8,289;;-0,65;;984,5;;45,9;;1,70;;97,3;;0;;25,9;;
02.02.2019;11:00;30,830; ;21,948;;34,013;;10,426;;-0,30;;985,1;;27,3;;1,53;;96,2;;26;;54,4;;
02.02.2019;12:00;31,629; ;21,177;;33,693;;13,299;;-0,04;;985,6;;51,3;;1,97;;94,9;;0;;75,2;;
02.02.2019;13:00;32,529; ;23,932;;35,887;;13,513;;0,33;;986,1;;46,6;;1,57;;93,9;;19;;64,0;;
02.02.2019;14:00;33,600; ;24,605;;34,817;;13,444;;0,44;;986,7;;34,2;;1,50;;94,0;;0;;48,1;;
02.02.2019;15:00;34,931; ;29,282;;40,050;;11,200;;0,61;;987,4;;34,6;;1,31;;93,0;;3;;26,8;;
02.02.2019;16:00;36,491; ;31,353;;41,532;;12,027;;0,64;;988,3;;24,5;;1,70;;93,0;;0;;28,8;;
02.02.2019;17:00;38,078; ;36,408;;50,047;;7,748;;0,55;;989,3;;6,2;;1,36;;96,3;;58;;12,0;;
02.02.2019;18:00;39,797; ;39,839;;62,824;;2,543;E;0,24;;990,5;;353,7;;1,73;;100,0;;52;;0,4;;
02.02.2019;19:00;41,628; ;37,028;;52,289;;2,658;E;0,10;;991,6;;355,2;;1,91;;100,0;;60;;0,3;;
02.02.2019;20:00;43,217; ;36,394;;49,672;;3,549;E;0,17;;992,6;;7,5;;1,72;;100,0;;48;;0,1;;
02.02.2019;21:00;44,620; ;36,485;;48,673;;3,691;E;0,21;;993,6;;348,8;;1,76;;100,0;;60;;0,0;;
02.02.2019;22:00;45,956; ;31,569;;36,627;;8,224;;0,27;;994,6;;344,2;;2,23;;100,0;;22;;0,0;;
02.02.2019;23:00;47,168; ;26,213;;29,803;;16,453;;0,32;;995,4;;344,0;;2,30;;100,0;;0;;0,0;;
03.02.2019;00:00;48,413; ;;*;;*;;*;0,29;;996,6;;1,9;;1,30;;100,0;;0;;0,3;;
03.02.2019;01:00;49,556; ;22,173;;23,136;;22,713;;0,28;;997,8;;359,8;;0,46;;100,0;;0;;0,2;;
03.02.2019;02:00;50,763; ;26,146;;28,136;;13,647;;0,12;;998,2;;305,2;;1,07;;100,0;;0;;0,1;;
03.02.2019;03:00;52,277; ;20,978;;22,207;;13,335;;0,05;;999,0;;296,4;;0,77;;100,0;;0;;0,2;;
03.02.2019;04:00;53,595; ;23,159;;26,074;;12,098;;0,07;;999,5;;308,9;;1,38;;100,0;;0;;0,2;;
03.02.2019;05:00;54,219; ;26,070;;31,440;;12,542;;-0,10;;999,8;;316,6;;1,54;;100,0;;0;;0,0;;
03.02.2019;06:00;54,463; ;24,597;;28,633;;14,563;;-0,13;;1000,5;;310,9;;1,35;;100,0;;0;;0,2;;
03.02.2019;07:00;54,415; ;22,234;;23,649;;14,704;;-0,09;;1001,9;;268,6;;0,84;;100,0;;0;;0,1;;
03.02.2019;08:00;54,134; ;21,513;;23,996;;17,715;;-0,05;;1002,7;;305,5;;1,49;;100,0;;0;;0,0;;
03.02.2019;09:00;53,424; ;25,802;;32,913;;19,503;;-0,20;;1003,5;;319,8;;1,79;;100,0;;0;;8,5;;
03.02.2019;10:00;52,246; ;22,223;;29,434;;26,447;;0,33;;1004,3;;321,3;;1,73;;99,9;;0;;73,4;;
03.02.2019;11:00;50,824; ;15,949;;21,321;;35,797;;1,72;;1005,1;;325,8;;2,11;;94,6;;0;;168,1;;
03.02.2019;12:00;49,233; ;12,749;;16,190;;43,658;;3,16;;1005,9;;330,1;;2,24;;85,9;;0;;193,7;;
03.02.2019;13:00;47,480; ;15,122;;18,412;;42,332;;3,34;;1006,5;;324,6;;1,75;;83,5;;0;;132,7;;
03.02.2019;14:00;45,608; ;15,429;;18,276;;41,469;;3,25;;1007,1;;316,5;;1,56;;84,5;;9;;82,0;;
03.02.2019;15:00;43,755; ;13,417;;15,898;;46,154;;3,77;;1007,7;;318,9;;2,09;;83,1;;7;;97,8;;
03.02.2019;16:00;41,855; ;14,253;;16,985;;46,924;;3,36;;1008,2;;317,1;;2,13;;87,6;;0;;55,2;;
03.02.2019;17:00;39,889; ;16,788;;18,699;;48,586;;3,53;;1008,7;;315,9;;1,74;;85,3;;0;;21,6;;
03.02.2019;18:00;37,577; ;18,717;;19,365;;45,209;;2,44;;1009,4;;284,5;;0,90;;88,3;;0;;0,5;;
03.02.2019;19:00;34,945; ;24,484;;25,113;;40,458;;1,39;;1010,2;;282,6;;0,93;;92,9;;0;;0,0;;
03.02.2019;20:00;32,407; ;26,204;;26,869;;37,148;;0,88;;1010,7;;279,8;;0,93;;95,4;;0;;0,0;;
03.02.2019;21:00;29,834; ;28,546;;29,491;;33,236;;0,49;;1011,2;;283,2;;1,03;;97,5;;0;;0,0;;
03.02.2019;22:00;27,263; ;29,453;;30,470;;29,036;;-0,23;;1012,0;;276,0;;0,79;;99,7;;0;;0,0;;
03.02.2019;23:00;24,771; ;22,380;;22,996;;36,532;;-0,35;;1012,4;;246,4;;0,74;;100,0;;0;;0,0;;
04.02.2019;00:00;22,403; ;20,309;;20,988;;39,396;;-0,28;;1012,6;;229,4;;0,97;;100,0;;0;;0,0;;
04.02.2019;01:00;20,236; ;;*;;*;;*;-0,13;;1013,0;;218,1;;1,55;;99,9;;0;;0,0;;
04.02.2019;02:00;18,014; ;19,289;;19,899;;40,694;;-0,26;;1012,8;;211,1;;1,63;;99,6;;0;;0,0;;
04.02.2019;03:00;15,625; ;21,356;;22,196;;33,303;;-0,48;;1013,3;;223,4;;1,59;;99,6;;0;;0,0;;
04.02.2019;04:00;13,571; ;22,494;;23,544;;28,336;;-0,57;;1013,7;;219,2;;1,63;;100,0;;0;;0,0;;
04.02.2019;05:00;12,118; ;28,834;;30,202;;24,812;;-0,54;;1013,7;;218,2;;1,82;;99,6;;0;;0,0;;
04.02.2019;06:00;11,376; ;35,131;;36,892;;19,845;;-0,44;;1013,7;;223,9;;2,03;;98,2;;0;;0,0;;
04.02.2019;07:00;10,942; ;32,322;;33,912;;22,371;;-0,01;;1013,6;;224,1;;2,28;;96,6;;0;;0,0;;
04.02.2019;08:00;10,768; ;31,652;;33,468;;23,126;;0,20;;1013,9;;222,9;;2,00;;96,5;;0;;0,0;;
04.02.2019;09:00;10,734; ;31,637;;35,178;;25,417;;0,53;;1013,8;;213,3;;2,02;;94,1;;0;;22,7;;
04.02.2019;10:00;10,800; ;26,651;;31,829;;32,532;;1,63;;1013,6;;215,8;;2,28;;86,4;;0;;91,1;;
04.02.2019;11:00;10,844; ;24,851;;30,393;;37,332;;1,99;;1013,4;;216,3;;2,57;;81,9;;0;;116,7;;
04.02.2019;12:00;10,963; ;23,746;;29,298;;40,741;;2,50;;1013,0;;215,4;;2,56;;76,7;;0;;135,3;;
04.02.2019;13:00;11,121; ;23,303;;28,624;;40,451;;2,96;;1012,6;;221,0;;2,14;;74,6;;0;;137,0;;
04.02.2019;14:00;11,275; ;22,390;;27,163;;42,356;;3,51;;1012,3;;214,6;;2,40;;71,3;;0;;136,8;;
04.02.2019;15:00;11,469; ;20,694;;24,178;;44,434;;3,78;;1011,9;;213,6;;2,53;;69,0;;0;;112,9;;
04.02.2019;16:00;11,648; ;22,446;;24,782;;44,048;;3,70;;1011,3;;209,3;;2,29;;67,6;;0;;53,8;;
04.02.2019;17:00;11,829; ;23,454;;24,589;;43,731;;3,57;;1010,8;;208,6;;2,87;;67,4;;0;;12,1;;
04.02.2019;18:00;11,986; ;22,358;;23,004;;44,594;;3,53;;1010,4;;207,4;;2,97;;67,0;;0;;0,7;;
04.02.2019;19:00;12,079; ;22,674;;23,234;;43,447;;3,39;;1010,6;;222,5;;2,32;;67,6;;0;;0,0;;
04.02.2019;20:00;12,095; ;22,502;;23,088;;43,681;;3,37;;1010,4;;208,2;;2,72;;66,9;;0;;0,1;;
