Lufthygienisches ‹berwachungssystem Niedersachsen;
Hannover;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;µg/m≥;Status;∞C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m≤;Status;
29.01.2019;02:00;7,723; ;9,052;;9,423;;47,919;;-0,15;;990,7;;261,6;;1,20;;98,9;;0;;0,0;;
29.01.2019;03:00;7,801; ;8,251;;8,532;;50,327;;0,21;;991,4;;260,9;;1,29;;99,7;;0;;0,0;;
29.01.2019;04:00;7,873; ;7,577;;8,062;;54,751;;0,57;;991,9;;264,5;;1,30;;99,0;;2;;0,0;;
29.01.2019;05:00;7,997; ;7,763;;8,087;;56,307;;0,59;;992,4;;258,0;;1,24;;98,3;;0;;0,0;;
29.01.2019;06:00;8,134; ;8,471;;8,773;;56,360;;0,49;;992,8;;257,4;;1,27;;98,1;;0;;0,0;;
29.01.2019;07:00;8,273; ;14,653;;15,152;;50,839;;0,47;;993,0;;258,4;;0,87;;97,8;;0;;0,0;;
29.01.2019;08:00;8,487; ;15,623;;16,504;;53,967;;0,69;;993,4;;256,8;;1,23;;95,7;;0;;0,0;;
29.01.2019;09:00;8,791; ;18,902;;19,957;;49,095;;0,34;;993,8;;248,1;;0,95;;97,4;;0;;12,5;;
29.01.2019;10:00;9,082; ;17,848;;19,138;;51,008;;1,05;;994,0;;235,8;;0,84;;95,1;;0;;39,2;;
29.01.2019;11:00;9,384; ;16,355;;18,172;;53,176;;1,53;;994,3;;237,8;;1,10;;92,2;;0;;75,9;;
29.01.2019;12:00;9,734; ;13,706;;15,917;;55,121;;2,34;;994,2;;227,0;;1,12;;88,7;;0;;148,0;;
29.01.2019;13:00;10,055; ;13,827;;16,362;;55,742;;3,38;;993,9;;224,8;;1,15;;82,4;;0;;144,1;;
29.01.2019;14:00;10,531; ;15,872;;17,959;;55,982;;2,58;;993,7;;233,9;;1,13;;84,7;;0;;102,9;;
29.01.2019;15:00;11,083; ;19,950;;22,280;;50,697;;2,47;;993,3;;206,8;;0,98;;86,0;;0;;86,8;;
29.01.2019;16:00;11,346; ;19,278;;21,058;;52,153;;2,70;;993,0;;204,6;;0,91;;82,3;;0;;61,9;;
29.01.2019;17:00;11,223; ;30,905;;33,157;;40,488;;2,21;;992,6;;186,2;;1,17;;83,2;;0;;14,7;;
29.01.2019;18:00;10,956; ;38,755;;40,365;;28,694;;0,91;;992,1;;163,1;;0,72;;90,4;;0;;0,0;;
29.01.2019;19:00;11,303; ;53,484;;59,603;;14,055;;0,32;;991,7;;136,0;;0,48;;94,5;;0;;0,0;;
29.01.2019;20:00;11,684; ;49,871;;53,987;;15,712;;-0,13;;991,4;;137,0;;0,45;;95,1;;0;;0,0;;
29.01.2019;21:00;11,968; ;43,130;;45,315;;21,698;;-0,45;;991,1;;134,2;;0,46;;95,0;;0;;0,0;;
29.01.2019;22:00;12,247; ;27,894;;28,927;;32,142;;-0,58;;990,8;;127,3;;0,47;;94,0;;0;;0,0;;
29.01.2019;23:00;12,446; ;;*;;*;;*;-0,76;;990,3;;124,4;;0,57;;94,1;;0;;0,0;;
30.01.2019;00:00;12,652; ;27,084;;27,936;;31,992;;-0,61;;989,9;;124,3;;0,76;;92,3;;0;;0,0;;
30.01.2019;01:00;12,775; ;26,395;;27,217;;34,376;;-0,41;;989,4;;117,4;;0,83;;89,8;;0;;0,0;;
30.01.2019;02:00;12,770; ;18,068;;18,537;;43,299;;-0,58;;988,7;;119,4;;0,79;;88,5;;0;;0,0;;
30.01.2019;03:00;12,671; ;18,207;;18,758;;43,711;;-0,63;;988,1;;116,2;;0,91;;86,4;;0;;0,0;;
30.01.2019;04:00;12,634; ;17,347;;17,931;;43,686;;-0,93;;987,5;;109,8;;0,97;;86,2;;0;;0,0;;
30.01.2019;05:00;12,754; ;20,690;;21,502;;34,395;;-1,49;;987,0;;109,0;;1,09;;90,0;;0;;0,0;;
30.01.2019;06:00;12,905; ;26,320;;27,967;;28,063;;-1,67;;986,5;;105,8;;0,86;;92,1;;0;;0,0;;
30.01.2019;07:00;13,156; ;31,805;;34,360;;22,562;;-1,39;;986,0;;108,2;;1,24;;91,6;;0;;0,0;;
30.01.2019;08:00;13,529; ;33,222;;37,798;;18,676;;-1,39;;985,7;;106,9;;1,28;;91,9;;0;;0,0;;
30.01.2019;09:00;13,893; ;34,004;;39,800;;17,908;;-1,28;;985,6;;108,2;;1,34;;90,7;;0;;11,8;;
30.01.2019;10:00;14,258; ;27,370;;34,818;;25,146;;-0,92;;985,3;;105,9;;2,13;;87,5;;0;;67,6;;
30.01.2019;11:00;14,517; ;23,201;;31,271;;32,292;;-0,22;;984,9;;102,7;;2,03;;83,3;;0;;146,6;;
30.01.2019;12:00;14,625; ;19,344;;25,903;;39,364;;0,70;;984,6;;106,9;;2,24;;76,7;;0;;192,7;;
30.01.2019;13:00;14,744; ;22,209;;29,058;;38,173;;0,67;;984,1;;108,1;;2,17;;76,8;;0;;144,3;;
30.01.2019;14:00;14,725; ;24,197;;31,481;;36,017;;0,52;;983,8;;109,4;;2,07;;78,8;;0;;120,0;;
30.01.2019;15:00;14,508; ;28,192;;32,854;;33,925;;0,28;;983,7;;109,4;;1,79;;81,5;;4;;38,6;;
30.01.2019;16:00;14,373; ;29,030;;33,257;;34,624;;0,33;;983,7;;106,0;;1,72;;80,9;;1;;38,8;;
30.01.2019;17:00;14,269; ;34,917;;38,625;;28,538;;0,42;;983,6;;106,9;;1,57;;80,5;;0;;8,9;;
30.01.2019;18:00;14,125; ;37,780;;40,588;;24,664;;0,47;;983,6;;110,5;;1,52;;80,9;;0;;0,0;;
30.01.2019;19:00;13,983; ;37,882;;40,664;;23,108;;0,59;;983,7;;112,2;;1,34;;80,7;;0;;0,0;;
30.01.2019;20:00;13,998; ;34,219;;36,321;;25,193;;0,56;;983,8;;111,5;;1,14;;83,6;;10;;0,0;;
30.01.2019;21:00;14,089; ;32,664;;34,178;;25,514;;0,55;;983,8;;106,4;;0,89;;83,9;;0;;0,0;;
30.01.2019;22:00;14,161; ;31,127;;32,427;;24,557;;0,84;;984,0;;117,5;;0,58;;82,2;;0;;0,0;;
30.01.2019;23:00;14,313; ;33,008;;35,145;;19,157;;0,80;;984,2;;145,9;;0,65;;85,5;;0;;0,0;;
31.01.2019;00:00;14,471; ;;*;;*;;*;0,81;;984,5;;174,2;;1,38;;87,2;;0;;0,0;;
31.01.2019;01:00;14,638; ;28,266;;29,269;;21,360;;0,76;;985,1;;200,0;;1,08;;86,2;;0;;0,0;;
31.01.2019;02:00;14,899; ;41,934;;43,600;;11,869;;0,54;;985,3;;197,6;;1,15;;82,8;;0;;0,0;;
31.01.2019;03:00;15,463; ;46,708;;49,460;;7,791;;0,15;;985,4;;187,6;;1,41;;85,3;;0;;0,0;;
31.01.2019;04:00;16,119; ;42,020;;44,209;;11,709;;-0,41;;985,5;;176,0;;0,92;;86,8;;0;;0,0;;
31.01.2019;05:00;16,381; ;34,922;;37,077;;13,773;;-0,14;;985,7;;171,6;;0,90;;86,8;;0;;0,0;;
31.01.2019;06:00;16,506; ;32,762;;34,574;;17,530;;0,59;;986,1;;185,8;;1,15;;85,9;;0;;0,0;;
31.01.2019;07:00;16,543; ;34,115;;36,617;;21,070;;0,45;;986,3;;163,3;;0,63;;86,7;;0;;0,0;;
31.01.2019;08:00;16,472; ;40,742;;46,438;;14,128;;-0,31;;986,8;;174,3;;0,74;;89,6;;0;;0,0;;
31.01.2019;09:00;16,337; ;46,059;;61,702;;8,974;;-0,56;;987,4;;146,5;;0,61;;90,7;;0;;8,5;;
31.01.2019;10:00;16,148; ;33,960;;44,743;;22,051;;0,26;;987,7;;156,2;;0,90;;87,0;;0;;36,1;;
31.01.2019;11:00;15,928; ;21,683;;27,186;;40,266;;1,60;;988,1;;157,8;;1,13;;78,6;;0;;142,5;;
31.01.2019;12:00;15,725; ;16,165;;19,775;;51,274;;3,68;;988,3;;155,2;;1,15;;67,2;;0;;305,5;;
31.01.2019;13:00;15,459; ;16,998;;20,790;;55,290;;4,52;;988,0;;146,6;;0,79;;61,5;;0;;196,8;;
31.01.2019;14:00;15,111; ;16,972;;20,012;;58,479;;3,21;;987,6;;138,5;;0,87;;64,8;;0;;92,3;;
31.01.2019;15:00;14,776; ;17,345;;19,563;;57,848;;3,12;;987,3;;145,9;;0,76;;63,6;;0;;53,2;;
31.01.2019;16:00;14,433; ;15,986;;17,721;;61,200;;3,10;;987,1;;121,3;;0,81;;60,8;;0;;37,9;;
31.01.2019;17:00;14,085; ;25,485;;27,201;;52,993;;2,83;;987,1;;114,7;;0,85;;61,2;;0;;20,6;;
31.01.2019;18:00;13,758; ;39,811;;41,771;;37,902;;2,04;;987,1;;105,2;;0,94;;65,2;;0;;0,0;;
31.01.2019;19:00;13,486; ;39,960;;42,456;;33,788;;1,30;;986,8;;106,5;;1,11;;71,3;;0;;0,0;;
31.01.2019;20:00;13,184; ;32,727;;34,105;;38,993;;0,95;;986,7;;108,0;;1,18;;73,3;;0;;0,0;;
31.01.2019;21:00;12,847; ;31,329;;32,501;;39,333;;0,94;;986,5;;110,0;;0,96;;73,5;;0;;0,0;;
31.01.2019;22:00;12,520; ;25,853;;26,763;;43,745;;0,73;;986,2;;108,2;;1,13;;73,5;;0;;0,0;;
31.01.2019;23:00;12,164; ;23,485;;24,240;;43,828;;0,52;;985,9;;108,2;;1,12;;74,5;;0;;0,0;;
01.02.2019;00:00;11,800; ;22,671;;23,320;;43,379;;0,23;;985,3;;102,7;;1,38;;74,4;;0;;0,0;;
01.02.2019;01:00;11,530; ;;*;;*;;*;-0,52;;984,8;;102,9;;1,46;;78,1;;0;;0,0;;
01.02.2019;02:00;11,302; ;22,257;;22,932;;37,785;;-1,08;;984,6;;103,4;;1,38;;81,8;;0;;0,0;;
01.02.2019;03:00;11,041; ;23,573;;24,308;;33,203;;-1,31;;984,1;;101,0;;1,63;;83,9;;0;;0,0;;
01.02.2019;04:00;10,945; ;27,032;;28,016;;27,351;;-1,62;;983,5;;100,1;;1,56;;86,0;;0;;0,0;;
01.02.2019;05:00;11,281; ;30,593;;31,806;;22,729;;-1,58;;982,9;;102,4;;1,79;;86,2;;0;;0,0;;
01.02.2019;06:00;11,916; ;33,708;;38,154;;17,914;;-1,45;;982,1;;97,6;;1,80;;86,8;;0;;0,0;;
01.02.2019;07:00;12,927; ;37,356;;44,758;;12,099;;-1,27;;981,4;;96,7;;1,59;;87,8;;0;;0,0;;
01.02.2019;08:00;14,050; ;39,608;;48,204;;9,652;;-1,14;;981,5;;99,6;;1,43;;89,7;;27;;0,0;;
01.02.2019;09:00;15,282; ;39,741;;50,596;;9,909;;-1,05;;981,5;;101,2;;1,20;;92,2;;34;;2,6;;
01.02.2019;10:00;16,609; ;33,438;;42,923;;14,845;;-1,16;;981,8;;104,3;;1,52;;96,1;;40;;18,8;;
01.02.2019;11:00;18,046; ;29,570;;38,572;;17,764;;-0,96;;981,8;;109,2;;1,49;;93,9;;0;;36,0;;
01.02.2019;12:00;19,430; ;28,813;;41,508;;20,418;;-0,28;;981,7;;105,5;;1,30;;89,9;;0;;111,9;;
01.02.2019;13:00;20,690; ;30,519;;43,137;;20,325;;0,43;;981,7;;108,7;;1,30;;87,0;;0;;93,7;;
01.02.2019;14:00;21,846; ;30,385;;44,916;;22,641;;1,29;;981,7;;110,3;;1,07;;84,7;;0;;129,4;;
01.02.2019;15:00;22,707; ;28,411;;39,150;;29,358;;2,71;;981,7;;118,6;;0,86;;80,0;;0;;80,1;;
01.02.2019;16:00;23,387; ;30,065;;36,815;;30,405;;3,17;;981,9;;114,4;;0,87;;79,5;;0;;64,8;;
01.02.2019;17:00;24,073; ;39,924;;49,297;;20,552;;3,04;;982,3;;103,1;;0,86;;80,8;;0;;21,8;;
01.02.2019;18:00;24,994; ;52,855;;77,086;;5,475;;1,74;;982,3;;90,6;;0,91;;86,8;;0;;0,0;;
01.02.2019;19:00;25,918; ;53,136;;77,507;;3,835;E;0,91;;982,4;;100,0;;1,06;;89,7;;0;;0,0;;
01.02.2019;20:00;26,850; ;57,101;;101,673;;2,408;E;0,44;;982,3;;99,8;;0,96;;91,3;;0;;0,0;;
01.02.2019;21:00;27,820; ;57,086;;101,997;;2,208;E;0,18;;982,6;;99,0;;1,02;;92,2;;0;;0,0;;
01.02.2019;22:00;28,796; ;53,272;;84,300;;2,183;E;-0,06;;982,8;;88,1;;0,78;;93,0;;0;;0,0;;
01.02.2019;23:00;29,757; ;47,729;;65,172;;2,774;E;-0,34;;982,9;;74,4;;0,73;;94,3;;0;;0,0;;
02.02.2019;00:00;30,759; ;45,150;;60,639;;3,014;E;-0,63;;983,2;;78,9;;0,68;;95,1;;0;;0,0;;
02.02.2019;01:00;31,688; ;40,699;;47,963;;4,411;;-0,77;;983,2;;71,3;;0,71;;95,3;;0;;0,0;;
02.02.2019;02:00;32,568; ;;*;;*;;*;-0,90;;983,6;;69,1;;0,59;;95,2;;0;;0,0;;
02.02.2019;03:00;33,332; ;34,465;;39,532;;5,817;;-0,77;;983,4;;51,2;;0,47;;94,3;;0;;0,0;;
02.02.2019;04:00;33,809; ;32,672;;37,314;;6,403;;-0,71;;983,3;;69,3;;0,59;;93,4;;0;;0,0;;
02.02.2019;05:00;34,085; ;26,275;;28,498;;11,473;;-0,82;;983,3;;68,9;;0,62;;94,0;;0;;0,0;;
02.02.2019;06:00;34,210; ;27,556;;30,885;;10,793;;-0,74;;983,5;;69,4;;0,71;;93,9;;0;;0,0;;
02.02.2019;07:00;34,053; ;30,884;;36,110;;7,765;;-0,52;;983,9;;69,3;;0,65;;93,1;;0;;0,0;;
02.02.2019;08:00;33,784; ;33,312;;41,062;;4,954;;-0,43;;984,4;;72,8;;0,39;;93,0;;0;;0,0;;
02.02.2019;09:00;33,468; ;35,027;;53,011;;3,562;E;-0,38;;985,1;;18,0;;0,54;;93,3;;0;;4,0;;
02.02.2019;10:00;33,222; ;31,987;;56,993;;4,670;;-0,56;;985,6;;352,5;;0,98;;94,2;;0;;22,2;;
02.02.2019;11:00;33,092; ;30,005;;51,551;;6,200;;-0,41;;986,5;;0,3;;0,71;;93,7;;13;;30,7;;
02.02.2019;12:00;33,191; ;29,949;;52,419;;7,523;;-0,36;;986,7;;15,7;;0,91;;95,6;;59;;37,7;;
02.02.2019;13:00;33,635; ;31,759;;58,425;;7,615;;-0,17;;987,0;;346,7;;0,77;;97,1;;60;;41,9;;
02.02.2019;14:00;34,373; ;31,782;;55,400;;7,706;;0,07;;987,5;;328,8;;0,64;;97,5;;50;;36,8;;
02.02.2019;15:00;35,503; ;30,876;;51,215;;9,132;;0,43;;988,0;;315,8;;0,74;;96,9;;9;;50,5;;
02.02.2019;16:00;36,957; ;27,578;;36,876;;11,494;;0,52;;988,8;;322,9;;1,34;;97,0;;0;;28,1;;
02.02.2019;17:00;38,457; ;29,206;;36,388;;10,568;;0,64;;989,7;;318,8;;1,19;;97,0;;0;;9,1;;
02.02.2019;18:00;39,560; ;33,315;;41,624;;6,853;;0,67;;990,6;;318,4;;1,21;;96,5;;0;;0,1;;
02.02.2019;19:00;41,000; ;38,592;;48,994;;4,100;;0,62;;992,0;;308,2;;0,94;;97,1;;51;;0,0;;
02.02.2019;20:00;42,565; ;38,849;;55,603;;2,378;E;0,36;;992,8;;301,4;;0,69;;99,7;;18;;0,0;;
02.02.2019;21:00;44,313; ;35,869;;43,113;;5,111;;0,54;;993,5;;320,3;;1,23;;99,8;;0;;0,0;;
02.02.2019;22:00;46,068; ;32,799;;36,886;;6,711;;0,63;;994,3;;314,8;;1,10;;99,7;;0;;0,0;;
02.02.2019;23:00;47,734; ;29,910;;33,159;;9,302;;0,62;;995,5;;308,0;;1,26;;99,3;;0;;0,0;;
03.02.2019;00:00;49,166; ;27,510;;29,446;;12,265;;0,46;;996,7;;301,2;;0,90;;99,4;;0;;0,0;;
03.02.2019;01:00;50,636; ;27,467;;29,200;;13,366;;0,35;;997,8;;298,8;;1,00;;99,3;;0;;0,0;;
03.02.2019;02:00;52,108; ;19,976;;21,079;;25,187;;0,16;;998,0;;301,9;;1,31;;98,3;;0;;0,0;;
03.02.2019;03:00;53,407; ;;*;;*;;*;0,10;;998,6;;286,8;;0,95;;98,0;;0;;0,0;;
03.02.2019;04:00;54,768; ;18,105;;18,836;;26,547;;0,08;;999,5;;275,0;;0,73;;99,2;;0;;0,0;;
03.02.2019;05:00;55,946; ;17,795;;18,593;;26,778;;-0,04;;999,8;;280,0;;0,83;;99,1;;0;;0,0;;
03.02.2019;06:00;56,884; ;16,960;;17,692;;27,208;;-0,20;;1000,7;;268,3;;0,73;;99,7;;0;;0,0;;
03.02.2019;07:00;57,548; ;17,455;;18,341;;26,326;;-0,69;;1001,3;;289,0;;0,83;;99,8;;0;;0,0;;
03.02.2019;08:00;57,979; ;22,237;;23,565;;22,069;;-0,83;;1002,1;;296,3;;0,94;;100,0;;0;;0,0;;
03.02.2019;09:00;58,056; ;21,838;;23,725;;25,112;;-0,93;;1003,5;;290,8;;0,77;;99,7;;0;;7,1;;
03.02.2019;10:00;57,841; ;22,904;;26,097;;27,784;;-0,46;;1004,3;;289,2;;0,76;;98,4;;0;;29,1;;
03.02.2019;11:00;57,342; ;20,989;;24,971;;33,283;;0,32;;1004,8;;306,0;;1,29;;95,9;;0;;62,9;;
03.02.2019;12:00;56,407; ;17,907;;21,592;;41,477;;1,47;;1005,8;;315,0;;1,35;;91,2;;0;;145,2;;
03.02.2019;13:00;55,115; ;15,973;;19,301;;44,438;;2,47;;1006,2;;317,1;;1,72;;86,2;;0;;151,9;;
03.02.2019;14:00;53,432; ;13,619;;15,985;;48,956;;3,03;;1006,5;;311,2;;1,48;;80,5;;0;;137,8;;
03.02.2019;15:00;51,534; ;13,260;;14,550;;50,827;;3,41;;1007,1;;314,5;;1,78;;75,3;;0;;90,0;;
03.02.2019;16:00;49,448; ;13,526;;14,771;;50,284;;3,37;;1007,8;;314,9;;1,75;;73,9;;0;;65,5;;
03.02.2019;17:00;47,328; ;17,372;;18,420;;41,267;;3,15;;1008,3;;286,9;;0,88;;79,8;;0;;13,5;;
03.02.2019;18:00;45,309; ;18,050;;19,136;;36,871;;2,57;;1009,1;;280,3;;0,68;;85,6;;0;;0,2;;
03.02.2019;19:00;42,896; ;19,516;;20,453;;33,922;;1,64;;1010,1;;269,7;;0,54;;89,6;;0;;0,0;;
03.02.2019;20:00;40,384; ;22,151;;23,578;;31,974;;0,71;;1011,0;;256,6;;0,63;;93,7;;0;;0,0;;
03.02.2019;21:00;37,698; ;20,734;;21,556;;33,582;;0,62;;1011,6;;252,5;;0,64;;95,1;;0;;0,0;;
03.02.2019;22:00;34,980; ;20,540;;21,267;;35,753;;0,19;;1012,3;;249,2;;0,67;;96,7;;0;;0,0;;
03.02.2019;23:00;32,297; ;19,844;;21,483;;40,153;;0,14;;1013,0;;251,9;;0,71;;96,0;;0;;0,0;;
04.02.2019;00:00;29,814; ;18,648;;19,321;;42,951;;0,09;;1013,4;;251,5;;0,68;;96,1;;0;;0,0;;
04.02.2019;01:00;27,309; ;18,523;;19,643;;45,730;;-0,16;;1013,8;;248,2;;0,63;;96,1;;0;;0,0;;
04.02.2019;02:00;24,763; ;15,862;;16,280;;47,404;;-0,40;;1014,0;;189,3;;0,49;;95,8;;0;;0,0;;
04.02.2019;03:00;22,314; ;15,740;;16,190;;45,431;;-0,70;;1014,5;;181,9;;0,49;;96,4;;0;;0,0;;
04.02.2019;04:00;19,821; ;;*;;*;;*;-0,94;;1015,0;;206,1;;0,39;;97,1;;0;;0,0;;
04.02.2019;05:00;17,609; ;28,313;;29,930;;27,506;;-0,67;;1015,2;;185,5;;0,62;;96,2;;0;;0,0;;
04.02.2019;06:00;15,743; ;30,458;;31,906;;23,287;;-0,75;;1015,3;;182,9;;1,22;;97,7;;0;;0,0;;
04.02.2019;07:00;14,402; ;36,021;;40,965;;15,272;;-0,48;;1015,4;;183,1;;1,41;;98,3;;0;;0,0;;
04.02.2019;08:00;13,407; ;41,243;;51,719;;9,089;;-0,40;;1015,5;;176,2;;1,30;;98,5;;0;;0,0;;
04.02.2019;09:00;12,661; ;40,739;;52,540;;13,944;;0,03;;1015,9;;179,1;;1,52;;96,4;;0;;11,4;;
04.02.2019;10:00;11,923; ;22,112;;26,354;;37,930;;1,41;;1015,7;;186,2;;2,21;;87,4;;0;;40,8;;
04.02.2019;11:00;11,215; ;16,259;;20,124;;46,436;;3,13;;1015,3;;189,2;;2,27;;76,0;;0;;160,3;;
04.02.2019;12:00;10,720; ;15,626;;19,103;;46,907;;4,08;;1015,2;;190,3;;2,10;;69,5;;0;;220,9;;
04.02.2019;13:00;10,405; ;17,518;;21,432;;46,369;;4,27;;1014,7;;185,0;;2,19;;67,0;;0;;177,8;;
04.02.2019;14:00;10,334; ;17,547;;20,615;;46,341;;4,31;;1014,6;;187,0;;2,06;;65,9;;0;;146,2;;
04.02.2019;15:00;10,418; ;19,069;;22,432;;44,481;;4,20;;1014,3;;183,5;;2,48;;65,4;;0;;114,5;;
04.02.2019;16:00;10,574; ;21,859;;24,522;;40,651;;3,99;;1013,8;;177,7;;1,74;;66,2;;0;;65,8;;
04.02.2019;17:00;10,679; ;27,319;;29,722;;36,456;;3,57;;1013,4;;173,3;;1,64;;66,4;;0;;15,1;;
04.02.2019;18:00;10,812; ;21,543;;22,705;;42,862;;3,25;;1013,0;;180,8;;3,21;;66,4;;0;;0,1;;
04.02.2019;19:00;10,884; ;20,142;;21,090;;45,103;;3,31;;1013,0;;183,6;;3,53;;63,9;;0;;0,0;;
04.02.2019;20:00;10,951; ;22,663;;23,808;;40,003;;3,20;;1012,8;;166,5;;1,89;;66,1;;0;;0,0;;
04.02.2019;21:00;11,023; ;26,412;;28,108;;36,030;;3,27;;1012,5;;175,7;;1,88;;65,5;;0;;0,0;;
04.02.2019;22:00;11,084; ;23,394;;24,257;;40,262;;3,44;;1012,0;;181,6;;2,32;;62,5;;0;;0,0;;
04.02.2019;23:00;11,157; ;19,145;;19,877;;45,994;;3,75;;1012,4;;187,5;;2,63;;59,8;;0;;0,0;;
05.02.2019;00:00;11,235; ;17,205;;17,843;;45,715;;3,69;;1012,5;;193,4;;1,94;;62,1;;0;;0,0;;
05.02.2019;01:00;11,292; ;15,601;;16,113;;46,991;;3,45;;1012,5;;195,8;;1,55;;66,7;;0;;0,0;;
05.02.2019;02:00;11,385; ;15,390;;15,983;;50,023;;3,23;;1012,5;;194,1;;1,44;;71,8;;0;;0,0;;
05.02.2019;03:00;11,434; ;10,998;;11,303;;56,226;;3,41;;1012,6;;232,0;;1,32;;71,6;;0;;0,0;;
05.02.2019;04:00;11,538; ;10,445;;10,860;;55,412;;2,85;;1012,8;;241,9;;1,52;;81,6;;17;;0,0;;
05.02.2019;05:00;11,593; ;;*;;*;;*;2,30;;1012,8;;232,3;;1,10;;88,1;;2;;0,0;;
05.02.2019;06:00;11,514; ;11,313;;11,646;;50,725;;2,41;;1012,8;;235,3;;1,13;;88,1;;0;;0,0;;
05.02.2019;07:00;11,224; ;13,177;;13,756;;47,783;;2,44;;1013,0;;224,0;;0,95;;89,8;;0;;0,0;;
05.02.2019;08:00;10,900; ;14,901;;15,329;;44,498;;2,37;;1013,6;;232,3;;1,02;;91,4;;0;;0,0;;
05.02.2019;09:00;10,704; ;18,939;;19,789;;39,343;;2,42;;1014,3;;231,3;;0,95;;92,3;;0;;5,6;;
05.02.2019;10:00;10,744; ;19,040;;20,407;;38,502;;2,67;;1015,0;;235,6;;0,93;;91,9;;0;;21,9;;
05.02.2019;11:00;10,610; ;;*;;*;;*;;*;;*;;*;;*;;*;;*;;*;
05.02.2019;12:00;10,789; ;18,771;;20,465;;41,908;;3,22;;1015,7;;240,6;;1,33;;88,2;;0;;46,9;;
05.02.2019;13:00;11,092; ;19,764;;21,574;;39,657;;3,27;;1015,7;;239,9;;1,23;;89,1;;0;;46,8;;
05.02.2019;14:00;11,498; ;27,020;;33,737;;34,702;;3,30;;1015,7;;246,5;;0,96;;89,7;;0;;34,9;;
05.02.2019;15:00;11,906; ;22,688;;25,483;;36,367;;3,25;;1015,8;;253,8;;0,83;;91,4;;0;;24,7;;
05.02.2019;16:00;12,434; ;22,160;;23,413;;37,164;;3,19;;1016,2;;243,6;;1,01;;93,2;;0;;14,8;;
05.02.2019;17:00;12,964; ;23,320;;24,391;;35,999;;3,21;;1016,3;;239,0;;0,78;;92,5;;0;;4,5;;
05.02.2019;18:00;13,519; ;25,577;;26,402;;33,765;;2,98;;1016,5;;227,1;;0,69;;93,1;;0;;0,0;;
05.02.2019;19:00;13,941; ;22,369;;23,183;;37,949;;2,83;;1016,7;;222,1;;0,65;;92,5;;0;;0,0;;
05.02.2019;20:00;14,197; ;16,417;;16,892;;48,648;;2,87;;1016,7;;236,3;;0,83;;87,1;;0;;0,0;;
05.02.2019;21:00;14,526; ;18,124;;18,695;;44,077;;2,80;;1016,8;;226,5;;0,63;;86,5;;0;;0,0;;
05.02.2019;22:00;15,016; ;22,658;;23,238;;37,499;;2,69;;1016,8;;192,1;;0,38;;87,3;;0;;0,0;;
05.02.2019;23:00;15,630; ;30,240;;31,202;;30,566;;2,88;;1016,9;;189,6;;0,67;;87,0;;0;;0,0;;
06.02.2019;00:00;16,328; ;30,662;;31,725;;25,639;;2,90;;1016,7;;168,5;;0,58;;87,3;;0;;0,0;;
06.02.2019;01:00;17,176; ;33,865;;35,197;;20,753;;2,86;;1016,5;;177,1;;0,81;;88,0;;0;;0,0;;
06.02.2019;02:00;17,821; ;28,233;;29,369;;31,791;;2,88;;1016,2;;188,3;;0,70;;86,7;;0;;0,0;;
06.02.2019;03:00;18,545; ;34,874;;36,059;;22,125;;1,71;;1015,9;;163,2;;0,42;;90,2;;0;;0,0;;
06.02.2019;04:00;19,085; ;26,373;;27,529;;18,707;;0,87;;1015,4;;148,4;;0,46;;94,3;;0;;0,0;;
06.02.2019;05:00;19,556; ;30,397;;32,881;;12,898;;0,50;;1014,8;;157,8;;0,75;;95,7;;0;;0,0;;
06.02.2019;06:00;20,145; ;38,715;;46,512;;5,785;;0,51;;1014,0;;143,9;;0,82;;95,9;;0;;0,0;;
06.02.2019;07:00;20,632; ;40,065;;49,206;;5,899;;0,73;;1013,4;;155,3;;1,24;;93,5;;0;;0,0;;
06.02.2019;08:00;20,913; ;38,845;;46,446;;9,878;;1,30;;1013,0;;153,8;;1,34;;90,4;;0;;0,2;;
06.02.2019;09:00;21,065; ;37,314;;46,297;;13,630;;1,60;;1012,8;;156,2;;1,12;;88,8;;0;;23,0;;
06.02.2019;10:00;21,120; ;29,079;;35,276;;23,712;;2,53;;1012,3;;163,0;;1,74;;84,8;;0;;61,3;;
06.02.2019;11:00;21,061; ;32,234;;40,699;;23,707;;3,60;;1012,0;;150,9;;1,29;;80,2;;0;;88,9;;
06.02.2019;12:00;21,132; ;29,115;;36,683;;31,250;;4,87;;1011,8;;165,8;;1,53;;73,9;;0;;131,3;;
06.02.2019;13:00;21,006; ;26,640;;32,924;;38,028;;6,53;;1011,5;;173,5;;1,54;;65,3;;0;;163,8;;
06.02.2019;14:00;20,731; ;27,078;;31,753;;41,821;;6,96;;1010,8;;181,6;;2,24;;60,8;;0;;112,1;;
06.02.2019;15:00;20,435; ;27,909;;30,731;;40,871;;6,75;;1010,2;;187,4;;2,13;;61,3;;0;;51,3;;
06.02.2019;16:00;20,031; ;31,754;;34,889;;35,622;;6,97;;1009,7;;177,2;;1,41;;62,7;;0;;39,5;;
