Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
02.02.23;22:00;24,975;29,737;23,267;23,17;24,814;7,859;7,564;11,648;7,372;10,609
02.02.23;23:00;18,292;23,382;23,478;20,845;15,026;8,819;6,62;15,593;7,086;
03.02.23;00:00;14,607;17,598;23,4;15,43;14,503;11,395;5,465;13,16;5,363;7,386
03.02.23;01:00;13,948;22,143;11,619;;11,56;;4,313;11,441;4,852;6,82
03.02.23;02:00;;14,34;;11,96;;6,742;5,082;10,213;4,378;5,823
03.02.23;03:00;9,605;9,512;12,043;10,478;9,021;6,284;3,97;;;6,22
03.02.23;04:00;7,455;;10,262;10,09;9,684;5,435;;8,14;6,598;4,926
03.02.23;05:00;6,528;13,374;11,702;9,499;8,984;5,164;3,629;7,784;4,048;4,532
03.02.23;06:00;10,273;18,134;20,29;13,148;11,334;5,59;4,03;6,982;4,406;4,658
03.02.23;07:00;16,281;24,741;30,28;21,084;12,53;5,549;3,406;7,287;4,365;4,758
03.02.23;08:00;16,664;15,343;34,01;27,321;20,779;5,338;3,762;7,855;5,378;6,12
03.02.23;09:00;15,528;12,754;35,499;29,365;20,172;6,932;3,163;7,43;3,699;5,198
03.02.23;10:00;16,653;16,323;30,128;31,158;22,144;5,79;2,843;7,639;3,05;5,915
03.02.23;11:00;14,848;13,909;25,599;20,57;15,073;6,362;4,174;7,751;2,078;7,621
03.02.23;12:00;16,127;12,603;23,548;22,669;10,547;5,263;1,453;8,275;1,287;5,365
03.02.23;13:00;12,533;12,72;31,945;22,555;11,765;5,882;1,33;7,79;0,769;3,316
03.02.23;14:00;19,522;22,163;28,613;22,578;12,267;5,598;1,854;7,702;0,951;3,529
03.02.23;15:00;20,053;19,128;24,46;17,429;12,931;4,062;1,496;6,694;0,802;4,17
03.02.23;16:00;16,105;19,645;23,636;19,189;11,556;4,017;1,746;6,725;0,872;5,845
03.02.23;17:00;14,853;18,522;23,623;21,539;15,931;3,982;1,271;6,437;1,013;4,225
03.02.23;18:00;13,881;16,494;23,691;28,444;16,781;3,849;1,066;8,594;1,766;5,03
03.02.23;19:00;12,208;21,073;19,136;29,902;12,873;2,689;0,819;10,593;1,149;2,999
03.02.23;20:00;13,696;17,425;13,843;25,328;14,348;2,77;1,231;8,984;1,479;3,311
03.02.23;21:00;8,872;11,986;14,005;20,657;8,827;2,403;1,12;8,564;2,638;3,705
03.02.23;22:00;6,464;7,194;11,006;21,492;6,931;2,042;0,849;7,893;3,541;3,854
03.02.23;23:00;8,623;10,643;11,192;17,406;9,919;2,426;1,219;6,94;1,307;4,676
04.02.23;00:00;7,04;10,786;9,106;12,407;8,721;1,718;3,798;5,87;0,829;
04.02.23;01:00;5,811;9,088;12,286;12,197;9,6;4,486;8,677;5,54;3,271;5,826
04.02.23;02:00;5,351;7,453;10,328;;15,008;;15,502;4,439;4,72;6,68
04.02.23;03:00;;6,068;;8,934;;3,367;7,98;5,729;2,481;5,976
04.02.23;04:00;6,796;3,739;8,391;12,787;24,398;4,444;3,39;;;9,109
04.02.23;05:00;9,339;;10,852;20,836;22,958;7,134;;8,536;3,543;6,737
04.02.23;06:00;18,142;9,286;24,252;24,785;26,354;12,316;2,821;12,208;3,376;7,522
04.02.23;07:00;20,15;19,921;48,441;13,576;23,651;24,661;7,972;9,235;2,405;8,555
04.02.23;08:00;23,949;22,896;40,098;23,13;25,051;21,697;10,814;11,856;4,523;10,694
04.02.23;09:00;27,671;43,202;24,309;23,923;25,514;23,385;18,138;12,527;4,346;8,918
04.02.23;10:00;19,804;33,107;22,042;24,643;34,768;14,792;17,606;10,104;6,268;7,806
04.02.23;11:00;11,564;22,361;19,227;24,701;37,785;8,932;14,416;8,579;6,864;7,115
04.02.23;12:00;8,068;21,377;19,486;21,232;40,103;6,555;10,412;8,8;5,765;8,158
04.02.23;13:00;17,497;32,16;20,03;23,352;38,333;7,29;5,735;8,277;7,012;7,554
04.02.23;14:00;29,933;27,817;22,928;27,861;40,166;8,517;7,439;7,902;5,834;5,87
04.02.23;15:00;18,527;28,594;30,925;18,348;43,65;7,338;7,766;8,347;4,785;5,055
04.02.23;16:00;22,003;36,589;22,069;21,001;49,355;7,515;11,79;8,666;4,464;6,36
04.02.23;17:00;25,718;40,019;27,176;23,76;47,639;10,261;9,681;9,983;5,337;7,292
04.02.23;18:00;53,553;56,224;34,01;30,486;52,772;26,322;8,322;12,737;5,128;9,731
04.02.23;19:00;53,36;56,54;42,038;49,282;55,366;32,322;7,913;22,117;5,333;24,691
04.02.23;20:00;42,747;45,671;39,243;59,462;56,415;30,675;9,762;32,444;6,16;16,867
04.02.23;21:00;36,285;42,411;41,294;55,389;51,39;42,4;8,95;32,623;7,049;13,187
04.02.23;22:00;42,546;36,459;46,162;46,635;53,304;33,555;11,264;28,472;7,405;13,194
04.02.23;23:00;43,051;38,127;36,224;48,018;53,857;27,927;12,238;30,079;7,814;13,791
05.02.23;00:00;29,241;30,943;29,675;46,376;52,81;27,134;14,189;33,569;6,953;13,133
05.02.23;01:00;23,399;33,222;33,097;46,315;53,055;26,874;11,738;41,483;6,354;
05.02.23;02:00;21,836;28,271;24,415;41,2;44,501;17,685;10,759;38,557;6,665;12,63
05.02.23;03:00;14,424;22,313;17,799;;34,699;;9,177;33,425;7,986;12,366
05.02.23;04:00;;20,22;;38,904;;12,073;8,913;30,9;8,074;12,252
05.02.23;05:00;10,106;15,269;14,202;36,197;26,046;9,675;8,281;;;12,969
05.02.23;06:00;11,145;11,721;20,539;29,965;27,779;12,371;8,883;28,201;8,893;14,766
05.02.23;07:00;13,807;13,603;15,016;30,965;24,859;8,778;9,01;28,753;9,021;14,087
05.02.23;08:00;10,234;12,743;11,823;34,343;22,437;7,895;10,08;29,491;9,334;20,858
05.02.23;09:00;9,905;17,265;12,526;31,189;22,842;7,348;11,189;27,808;9,356;5,411
05.02.23;10:00;17,201;23,178;19,284;32,543;28,285;9,269;11,554;29,523;5,856;9,245
05.02.23;11:00;17,303;28,411;27,517;36,615;29,434;12,134;12,303;29,882;1,701;8,343
05.02.23;12:00;15,162;27,144;26,046;34,389;29,908;11,723;6,637;29,368;1,333;3,281
05.02.23;13:00;18,026;27,451;25,727;28,564;21,247;11,35;3,61;23,998;0,81;3,025
05.02.23;14:00;22,19;27,227;23,293;24,775;17,709;13,898;2,557;15,275;0,72;2,499
05.02.23;15:00;19,596;39,157;28,659;24,665;13,446;15,631;5,059;12,146;1,092;2,675
05.02.23;16:00;28,93;37,116;40,835;35,94;14,418;18,638;2,351;12,45;1,658;3,137
05.02.23;17:00;30,802;31,555;42,629;19,484;17,922;27,174;3,831;8,631;1,271;3,86
05.02.23;18:00;30,493;37,03;42,895;26,017;15,402;26,639;7,731;13,086;1,344;6,345
05.02.23;19:00;37,224;33,855;51,051;28,562;27,249;25,394;3,935;12,51;1,539;6,595
05.02.23;20:00;35,239;37,586;39,991;26,547;29,88;23,79;2,757;12,537;1,328;6,685
05.02.23;21:00;34,765;41,936;29,735;36,831;35,824;16,709;2,981;12,836;1,26;10,138
05.02.23;22:00;34,74;36,382;24,68;26,09;49,675;19,347;4,553;10,71;1,479;9,418
05.02.23;23:00;33,804;;24,411;33,886;38,036;12,78;;15,634;1,085;13,955
06.02.23;00:00;28,089;23,334;18,772;41,647;32,612;12,22;7,037;21,365;0,778;14,103
06.02.23;01:00;21,014;24,201;19,87;28,21;22,144;14,559;7,829;22,17;1,233;10,444
06.02.23;02:00;16,205;20,123;17,86;22,998;18,234;13,085;5,337;11,058;3,006;
06.02.23;03:00;16,145;18,162;15,549;25,727;22,968;10,642;9,019;12,487;3,256;13,359
06.02.23;04:00;11,676;20,196;19,576;;25,585;;4,364;12,874;2,449;11,688
06.02.23;05:00;;19,629;;29,847;;20,328;5,298;12,548;4,802;11,852
06.02.23;06:00;21,665;26,06;40,205;45,483;33,522;13,309;12,282;15,969;4,566;24,134
06.02.23;07:00;27,618;33,922;44,594;51,145;46,185;14,422;16,164;20,4;5,63;45,852
06.02.23;08:00;36,485;52,789;54,127;59,424;58,028;19,89;14,501;27,383;5,248;43,409
06.02.23;09:00;34,776;54,079;67,812;60,871;60,126;21,531;14,763;36,352;5,609;28,15
06.02.23;10:00;32,598;33,072;57,876;59,001;58,506;15,426;14,013;31,7;13,551;23,664
06.02.23;11:00;39,882;28,536;50,502;59,992;54,213;18,46;8,554;;5,981;26,847
06.02.23;12:00;33,547;26,799;48,537;51,625;57,631;22,649;;;3,224;13,757
06.02.23;13:00;24,55;20,942;46,998;;42,545;20,509;;;4,363;7,913
06.02.23;14:00;18,44;20,547;44,687;;44,703;15,347;;31,398;1,992;4,531
06.02.23;15:00;17,953;20,9;41,837;;47,303;16,009;9,741;22,891;1,044;4,211
06.02.23;16:00;19,534;24,317;29,454;56,187;50,879;17,095;6,8;24,166;3,412;4,498
06.02.23;17:00;20,529;30,081;27,372;49,486;55,543;16,034;17,793;19,254;2,714;7,057
06.02.23;18:00;20,585;36,278;33,82;50,48;61,441;21,948;24,194;28,756;2,848;19,444
06.02.23;19:00;23,462;49,596;43,152;54,53;65,929;39,387;41,289;33,6;2,456;37,93
06.02.23;20:00;47,531;52,422;49,299;44,869;58,622;42,77;28,285;30,303;2,828;58,322
06.02.23;21:00;48,103;29,312;37,156;47,954;50,455;35,351;37,563;37,968;2,655;56,726
06.02.23;22:00;35,633;21,1;46,779;48,457;47,306;31,839;29,864;36,301;6,699;32,247
06.02.23;23:00;14,34;14,296;57,177;41,197;45,18;37,773;31,562;;;28,665
07.02.23;00:00;8,912;;53,681;42,2;39,977;34,637;;29,61;10,807;17,056
07.02.23;01:00;8,761;8,379;42,146;40,282;29,303;30,535;19,427;30,32;9,328;17,783
07.02.23;02:00;8,791;8,308;27,698;36,111;23,274;26,867;15,93;30,907;9,615;20,289
07.02.23;03:00;11,965;10,491;18,745;36,91;21,355;16,742;11,41;32,192;10,325;
07.02.23;04:00;12,941;9,754;16,844;36,479;27,382;12,222;12,149;32,675;12,885;17,021
07.02.23;05:00;20,05;11,775;20,163;;31,344;;10,203;28,241;11,642;20,978
07.02.23;06:00;34,563;20,307;44,388;45,059;38,691;25,561;11,972;28,121;9,844;31,101
07.02.23;07:00;44,818;50,997;40,409;51,69;46,425;32,211;13,151;37,208;9,551;36,098
07.02.23;08:00;42,593;59,957;54,696;52,162;54,692;42,32;20,626;42,133;13,312;40,706
07.02.23;09:00;46,827;46,626;54,934;50,981;57,519;36,279;34,756;43,316;12,258;33,997
07.02.23;10:00;42,15;42,519;45,616;46,995;60,899;31,281;23,324;41,295;10,324;26,767
07.02.23;11:00;33,258;34,448;40,572;41,488;46,696;18,542;10,974;33,845;;29,481
07.02.23;12:00;34,97;27,268;31,583;43,242;41,36;14,444;9,798;25,142;;24,207
07.02.23;13:00;37,231;26,073;29,347;40,679;41,71;13,041;10,162;16,574;;16,632
07.02.23;14:00;31,219;34,855;42,458;36,236;43,168;12,074;9,968;12,76;;14,074
07.02.23;15:00;35,436;21,63;42,353;38,169;38,726;15,832;11,468;16,36;;12,768
07.02.23;16:00;42,052;34,268;42,279;48,632;46,758;18,132;11,285;18,354;7,038;13,125
07.02.23;17:00;43,555;55,857;52,643;52,481;56,569;23,285;10,952;19,873;9,813;15,422
07.02.23;18:00;44,365;64,217;40,922;59,417;66,946;33,212;17,334;34,221;8,472;20,991
07.02.23;19:00;44,191;58,995;63,371;66,897;54,923;51,651;30,473;52,079;9,952;31,795
07.02.23;20:00;40,66;52,602;60,676;63,895;58,1;55,596;27,235;54,729;12,689;38,68
07.02.23;21:00;36,81;47,892;55,303;56,324;51,831;49,283;28,729;53,847;14,262;41,67
07.02.23;22:00;31,964;43,258;53,512;52,074;51,057;44,602;30,235;50,241;18,775;42,479
07.02.23;23:00;;40,835;;46,208;;36,815;27,861;47,015;15,5;44,965
08.02.23;00:00;28,995;36,767;36,388;44,166;43,293;33,767;28,302;;17,465;43,005
08.02.23;01:00;26,524;;40,21;41,503;40,872;36,336;;40,13;19,538;35,676
08.02.23;02:00;28,868;26,09;37,098;42,014;36,847;33,212;25,509;40,509;19,281;33,537
08.02.23;03:00;26,672;29,632;34;43,03;36,71;29,337;26,328;41,645;20,621;33,209
08.02.23;04:00;28,13;27,489;35,379;42,823;36,987;29,688;26,586;42,153;16,853;
08.02.23;05:00;25,72;26,145;36,524;42,716;36,122;28,888;24,466;41,473;16,363;30,715
08.02.23;06:00;30,019;28,033;42,069;47,051;33,946;30,602;31,369;40,556;17,492;33,492
08.02.23;07:00;36,259;39,945;47,287;49,978;38,497;36,741;36,393;40,732;17,412;33,364
08.02.23;08:00;53,321;44,128;55,303;51,159;52,217;40,527;37,416;42,684;17,701;36,448
08.02.23;09:00;53,628;39,315;48,489;46,434;56,257;38,646;38,753;43,075;18,206;40,629
08.02.23;10:00;45,846;40,424;48,895;43,776;52,119;33,336;31,396;40,851;;37,935
08.02.23;11:00;34,728;40,861;39,137;39,748;47,728;24,838;24,353;33,378;17,46;28,266
08.02.23;12:00;32,278;41,625;44,842;37,488;;21,792;22,884;29,842;17,282;25,205
08.02.23;13:00;33,618;30,281;37,463;38,77;;20,214;20,325;31,232;18,438;23,49
08.02.23;14:00;34,089;39,858;40,562;40,208;;18,958;20,834;30,793;19,245;25,561
08.02.23;15:00;34,663;41,701;35,974;41,126;43,099;19,556;22,451;32,604;17,828;19,298
08.02.23;16:00;47,472;51,343;38,541;46,939;55,383;23,367;21,555;34,178;16,813;19,8
08.02.23;17:00;45,866;49,2;40,819;55,922;56,714;33,133;23,005;30,283;17,568;25,091
08.02.23;18:00;47,21;65,598;50,757;69,442;55,977;45,875;20,029;38,77;17,577;38,701
08.02.23;19:00;50,513;53,916;50,558;68,45;64,191;47,276;21,433;49,312;19,119;40,39
08.02.23;20:00;48,054;39,995;43,515;67,361;63,437;39,509;27,53;53,365;18,889;29,327
08.02.23;21:00;40,987;39,234;44,714;66,556;56,658;40,301;32,487;36,947;17,727;27,009
08.02.23;22:00;37,813;36,226;48,853;60,66;49,823;39,305;30,253;18,449;19,081;31,347
08.02.23;23:00;36,843;31,986;49,085;;41,55;;28,46;21,056;19,084;33,367
09.02.23;00:00;;25,889;;54,801;;27,317;27,715;21,658;21,672;30,069
09.02.23;01:00;31,258;22,428;31,846;39,581;33,399;27,8;25,121;;23,658;30,699
09.02.23;02:00;24,594;;29,168;37,578;33,379;27,172;;20,128;24,219;30,265
09.02.23;03:00;26,996;25,334;29,535;25,663;30,304;21,287;20,491;19,561;24,216;32,391
09.02.23;04:00;27,696;29,135;29,19;23,068;28,214;20,551;18,428;15,42;23,476;32,2
09.02.23;05:00;40,272;34,855;28,218;29,508;27,3;19,006;15,722;14,751;22,461;
09.02.23;06:00;47,546;40,585;58,09;30,702;27,259;27,73;17,371;13,294;21,805;31,088
09.02.23;07:00;57,974;54,866;70,976;38,319;34,939;36,931;17,347;15,513;23,014;32,456
09.02.23;08:00;63,948;62,186;61,476;62,046;47,047;32,946;19,517;21,195;19,924;31,94
09.02.23;09:00;60,306;89,369;64,526;54,258;50,763;36,994;21,319;23,408;19,558;34,22
09.02.23;10:00;56,432;57,716;48,828;49,051;48,279;23,5;19,685;23,119;21,138;30,926
09.02.23;11:00;37,969;33,533;38,112;51,389;42,402;16,863;18,19;23,874;22,088;32,69
09.02.23;12:00;32,026;41,043;41,698;43,241;40,708;14,748;17,583;21,571;25,494;29,058
09.02.23;13:00;29,5;26,577;37,896;43,508;40,951;13,322;17,47;21,99;25,183;30,944
09.02.23;14:00;39,79;28,336;45,264;46,907;44,945;13,267;17,407;22,828;27,524;37,056
09.02.23;15:00;38,765;31,693;50,859;53,93;46,543;16,955;19,921;24,925;30,437;37,606
09.02.23;16:00;52,056;45,048;46,016;56,869;54,62;20,226;23,641;28,769;30,101;36,588
09.02.23;17:00;54,017;49,823;53,1;58,022;57,963;26,47;24,559;34,495;33,101;38,712
09.02.23;18:00;56,839;67,671;78,1;64,045;55,8;34,749;25,723;40,873;38,305;40,179
09.02.23;19:00;55,406;69,079;70,01;60,754;50,837;32,849;27,401;48,306;32,631;42,654
09.02.23;20:00;43,222;69,866;59,191;57,243;43,79;25,409;27,163;44,849;39,252;41,096
09.02.23;21:00;28,385;66,092;49,59;52,195;41,34;19,623;27,293;36,073;31,044;30,483
09.02.23;22:00;27,489;46,29;47,159;46,084;36,387;26,772;21,281;37,405;15,787;25,435
09.02.23;23:00;22,763;37,77;50,605;41,454;33,571;32,605;15,861;36,642;;26,563
10.02.23;00:00;21,115;35,767;50,749;;35,579;;13,222;36,108;4,636;18,875
10.02.23;01:00;;28,618;;30,584;;31,192;11,834;28,153;4,026;16,642
10.02.23;02:00;23,599;25,864;32,346;26,325;28,737;30,711;10,968;;4,82;16,449
10.02.23;03:00;28,581;;31,754;25,242;26,682;27,676;;26,795;7,044;14,644
10.02.23;04:00;28,043;25,627;26,177;27,634;26,242;21,108;9,48;25,3;6,844;18,321
10.02.23;05:00;26,505;33,095;25,58;29,561;25,355;14,039;8,799;27,084;6,634;14,543
10.02.23;06:00;29,001;38,689;43,304;34,188;29,514;14,088;10,164;27,406;6,322;16,944
10.02.23;07:00;35,718;47,72;51,603;46,04;35,173;20,935;10,101;28,909;8,377;27,163
10.02.23;08:00;47,076;56,566;57,633;49,054;45,584;20,015;10,735;31,478;9,609;32,59
10.02.23;09:00;40,595;51,025;61,541;52,378;49,786;18,83;11,843;27,617;8,4;33,327
10.02.23;10:00;37,908;43,373;54,759;42,49;51,096;17,209;11,85;23,442;8,607;31,213
10.02.23;11:00;35,167;40,947;44,919;38,646;41,018;16,26;11,065;20,299;9,848;38,568
10.02.23;12:00;34,032;41,637;44,782;38,795;39,452;16,497;9,922;19,997;9,473;38,988
10.02.23;13:00;35,224;37,784;43,982;39,868;39,478;17,852;8,806;18,78;10,774;20,381
10.02.23;14:00;32,617;32,748;45,444;43,429;36,072;18,439;9,361;21,122;10,708;19,091
10.02.23;15:00;32,404;35,821;52,332;36,33;34,917;18,632;12,537;16,696;10,019;20,196
10.02.23;16:00;36,937;37,451;52,048;37,58;34,349;16,878;14,486;15,375;6,515;17,459
10.02.23;17:00;41,776;43,784;55,875;38,526;40,899;14,616;13,544;15,506;7,448;22,591
10.02.23;18:00;44,222;46,561;52,678;44,656;47,015;19,063;15,747;16,991;11,285;29,368
10.02.23;19:00;50,48;57,881;47,467;48,518;45,068;19,941;20,687;17,048;15,295;29,204
10.02.23;20:00;43,938;52,539;42,101;43,546;43,763;22,529;20,394;19,971;11,698;23,842
10.02.23;21:00;38,043;45,607;37,789;32,047;42,508;22,83;15,992;20,022;8,102;18,806
10.02.23;22:00;32,713;43,405;32,41;29,97;34,143;18,627;12,21;18,137;10,434;18,501
10.02.23;23:00;31,274;34,015;30,285;24,294;36,136;16,639;10,941;17,78;8,916;
11.02.23;00:00;26,352;31,65;24,434;19,313;32,338;18,658;10,741;17,045;;19,594
11.02.23;01:00;24,751;25,273;21,715;;26,305;;11,333;16,425;8,612;16,593
11.02.23;02:00;;22,986;;17,615;;16,802;10,467;16,654;6,904;15,089
11.02.23;03:00;16,557;19,446;17,144;17,554;24,22;14,861;9,376;;7,428;11,794
11.02.23;04:00;16,494;;15,961;16,313;22,908;13,759;;17,61;7,894;9,401
11.02.23;05:00;14,946;21,651;16,597;16,218;21,28;12,139;6,528;17,56;6,875;9,47
11.02.23;06:00;16,612;22,126;22,029;17,403;20,844;11,852;6,325;15,237;7,203;9,514
11.02.23;07:00;17,065;25,23;21,608;17,616;21,24;11,239;6,366;14,864;7,307;8,084
11.02.23;08:00;16,651;31,242;19,026;20,691;20,488;10,72;5,985;14,328;6,832;9,367
11.02.23;09:00;18,875;33,609;21,278;21,9;25,378;11,164;6,169;15,234;5,939;8,462
11.02.23;10:00;20,801;24,199;26,048;25,121;22,207;11,417;5,915;16,261;8,275;9,675
11.02.23;11:00;20,479;28,392;24,198;27,923;23,888;10,976;6,783;14,74;8,429;8,054
11.02.23;12:00;21,78;25,159;26,953;31,815;25,926;11,339;7,83;15,108;5,716;7,589
11.02.23;13:00;23,285;32,686;28,349;31,143;26,247;11,855;8,019;14,757;4,38;7,2
11.02.23;14:00;25,606;39,188;31,665;31,583;27,88;12,63;5,816;16,065;6,388;8,556
11.02.23;15:00;22,745;26,127;29,263;34,704;29,73;13,418;5,433;18,116;4,806;9,107
11.02.23;16:00;24,291;23,828;33,244;36,63;26,595;14,046;5,975;16,967;8,691;6,746
11.02.23;17:00;21,934;35,455;32,451;35,975;29,464;14,298;7,345;17,46;5,13;8,045
11.02.23;18:00;21,813;44,418;33,028;41,438;30,721;15,633;7,145;20,108;7,788;7,987
11.02.23;19:00;21,177;41,534;29,365;45,337;31,542;15,603;12,021;22,287;5,398;8,407
11.02.23;20:00;23,753;41,966;27,434;43,099;31,42;14,536;12,622;20,006;5,823;9,362
11.02.23;21:00;24,696;33,02;24,509;32,026;33,066;13,726;9,989;18,344;8,556;6,766
11.02.23;22:00;20,116;31,249;20,351;23,07;25,685;13,198;9,467;14,541;6,665;7,819
11.02.23;23:00;17,83;31,116;19,304;27,244;28,021;10,76;9,483;11,681;8,83;8,231
12.02.23;00:00;16,774;29,044;17,301;28,682;30,21;7,542;7,59;9,769;10,762;
12.02.23;01:00;15,533;24,72;11,184;23,002;26,557;5,733;6,851;8,168;;8,286
12.02.23;02:00;13,766;28,06;9,293;;27,895;;6,879;10,397;10,179;9,641
12.02.23;03:00;;22,727;;14,089;;5,065;6,701;10,703;7,514;9,326
12.02.23;04:00;11,944;21,817;7,813;20,789;25,31;5,079;5,564;;8,055;9,108
12.02.23;05:00;12,301;;8,459;20,29;21,749;5,819;;12,981;4,177;8,747
12.02.23;06:00;11,418;28,8;9,108;18,1;20,297;5,429;6,633;13,193;2,35;6,267
12.02.23;07:00;12,285;17,955;13,908;22,91;21,662;5,27;6,919;18,458;4,572;5,862
12.02.23;08:00;14,556;24,842;16,12;23,71;18,539;5,584;6,55;19,079;4,055;4,186
12.02.23;09:00;18,963;34,107;18,301;20,129;20,428;7,13;3,966;19,504;4,231;5,51
12.02.23;10:00;21,567;32,967;24,008;26,303;18,951;6,687;3,177;17,34;5,945;5,402
12.02.23;11:00;20,572;23,317;18,77;27,232;20,267;7,332;4,473;16,683;5,353;6,393
12.02.23;12:00;20,9;22,163;27,35;29,732;21,512;6,698;4,326;12,768;3,827;11,022
12.02.23;13:00;20,463;19,084;27,584;34,283;23,897;5,331;4,56;11,661;7,245;10,769
12.02.23;14:00;18,966;18,481;32,222;27,8;23,788;9,025;5,136;8,28;8,833;11,465
12.02.23;15:00;23,179;22,679;35,091;39,562;25,899;11,407;5,192;9,831;10,304;10,284
12.02.23;16:00;24,788;25,257;33,504;39,225;27,231;7,52;6,546;8,939;9,073;6,93
12.02.23;17:00;23,713;37,245;35,959;40,961;32,738;7,187;7,141;9,524;18,164;6,797
12.02.23;18:00;24,977;48,966;43,974;49,106;42,713;6,086;8,045;10,111;16,529;7,609
12.02.23;19:00;27,868;42,406;46,654;45,951;39,178;8,139;8,965;21,122;15,174;11,944
12.02.23;20:00;23,745;32,299;38,419;49,585;45,298;8,286;5,453;35,64;16,238;13,343
12.02.23;21:00;30,959;35,46;47,064;45,859;34,201;16,396;4,901;43,298;13,813;11,197
12.02.23;22:00;24,465;31,672;49,893;41,42;29,197;27,151;5,628;41,782;12,777;11,741
12.02.23;23:00;23,649;36,769;43,127;34,696;26,745;22,382;7,051;38,936;9,899;19,731
13.02.23;00:00;22,464;20,656;43,87;38,026;25,353;38,383;6,536;28,623;6,555;15,952
13.02.23;01:00;15,256;15,805;38,233;37,931;24,513;34,672;6,497;19,559;3,658;
13.02.23;02:00;14,675;9,643;35,112;32,345;26,552;29,854;7,021;19,337;;14,659
13.02.23;03:00;16,401;10,173;33,913;;23,308;;6,642;15,326;3,44;12,328
13.02.23;04:00;;8,904;;14,787;;21,375;4,625;10,868;2,282;7,43
13.02.23;05:00;26,82;10,237;34,036;17,909;22,873;17,601;7,202;;2,228;8,653
13.02.23;06:00;36,061;12,092;41,85;32,318;33,506;24,165;6,76;12,955;1,523;14,743
13.02.23;07:00;41,344;22,323;48,106;47,486;42,46;21,591;6,754;17,033;1,364;25,327
13.02.23;08:00;52,92;41,737;51,955;59,199;49,551;20,121;6,739;15,392;2,021;38,129
13.02.23;09:00;51,92;36,54;45,639;58,563;58,576;16,092;8,153;19,865;1,768;45,973
13.02.23;10:00;43,613;39,993;39,807;59,885;56,987;12,772;7,821;20,172;1,763;22,762
13.02.23;11:00;35,901;40,391;37,324;49,803;44,847;9,933;7,669;16,381;2,884;18,506
13.02.23;12:00;30,034;38,937;37,473;43,827;41,389;6,946;7,152;9,777;3,614;11,485
13.02.23;13:00;31,888;22,46;30,659;47,238;40,257;6,45;5,41;10,561;3,405;9,799
13.02.23;14:00;26,481;34,315;28,571;42,576;42,073;5,958;7,322;10,837;3,106;8,278
13.02.23;15:00;30,691;37,723;37,688;36,14;45,603;8,409;15,937;12,124;3,587;10,639
13.02.23;16:00;42,124;35,884;38,707;37,632;47,303;8,308;21,076;10,901;3,472;10,654
13.02.23;17:00;48,978;44,111;39,787;43,082;50,839;10,578;14,515;12,891;3,113;11,068
13.02.23;18:00;45,084;51,531;38,186;47,083;50,271;12,238;10,793;24,389;3,095;14,344
13.02.23;19:00;41,842;49,956;37,891;54,258;50,421;12,898;24,85;29,788;3,426;21,89
13.02.23;20:00;37,174;46,651;34,707;55,149;50,913;26,863;21,124;43,867;3,806;21,994
13.02.23;21:00;36,341;44,661;37,808;48,826;44,974;31,122;32,485;51,275;6,118;17,256
13.02.23;22:00;43,475;35,643;45,353;50,264;44,911;29,24;23,089;47,216;9,147;20,801
13.02.23;23:00;38,681;;46,353;42,445;44,252;28,444;;43,289;11,406;27,993
14.02.23;00:00;35,867;26,465;42,221;36,428;39,945;38,909;19,156;40,3;9,036;26,067
14.02.23;01:00;30,37;21,025;31,527;34,408;36,751;28,93;16,055;37,248;8,037;23,878
14.02.23;02:00;19,333;20,806;25,738;33,543;33,982;18,051;13,418;33,974;10,276;
14.02.23;03:00;15,775;18,369;30,527;31,011;33,008;23,123;23,481;31,212;;18,637
14.02.23;04:00;18,553;18,956;33,169;;33,276;;8,113;30,181;13,373;18,388
14.02.23;05:00;;23,95;;30,319;;19,213;8,736;29,344;8,109;17,85
14.02.23;06:00;32,469;25,228;24,946;33,35;30,429;18,33;9,867;30,037;8,313;17,83
14.02.23;07:00;38,92;25,881;28,916;34,332;38,781;19,354;7,662;29,61;8,547;19,29
14.02.23;08:00;42,376;34,063;33,467;42,385;47,677;23,049;9,975;31,141;8,307;26,934
14.02.23;09:00;39,672;30,024;42,333;40,413;50,387;25,173;13,538;33,686;9,562;31,017
14.02.23;10:00;30,982;34,662;40,287;36,627;53,958;23,038;14,639;32,095;9,882;25,87
14.02.23;11:00;23,149;40,135;39,483;33,445;44,776;20,796;15,546;28,323;10,009;19,308
14.02.23;12:00;23,591;29,823;34,161;36,346;36,763;17,859;15,267;25,469;10,851;18,64
14.02.23;13:00;21,47;25,874;25,404;33,358;45,049;10,985;16,057;25,475;13,017;17,302
14.02.23;14:00;25,57;22,345;28,425;36,706;48,317;10,825;16,458;25,907;13,535;21,02
14.02.23;15:00;24,071;24,456;33,889;40,748;46,811;9,523;17,071;25,028;12,942;19,373
14.02.23;16:00;23,035;38,529;32,86;44,808;53,55;11,336;20,076;24,991;15,389;22,483
14.02.23;17:00;33,564;47,189;35,981;55,99;56,337;20,342;21,254;28,151;17,684;27,908
14.02.23;18:00;37,322;48,698;33,898;69,292;53,712;27,897;23,385;45,97;17,878;33,005
